num_cities,optimal_cost,optimal_solve_time,num_clusters,clustering_time,high_level_cluster_solution_time,cluster_solve_time,cluster_total_time,cluster_optimal_cost,cluser_optimality,speedup
280,2688.0,3.129319,15,0.022203,0.020072,0.290272,2.591649,2982.0,0.901408450704,1.20746250746
280,2688.0,3.129319,16,0.02148,0.019738,0.286561,2.880076,2989.0,0.899297423888,1.08654042463
280,2688.0,3.129319,17,0.021401,0.021492,0.270843,3.219408,3013.0,0.892134085629,0.972016904971
280,2688.0,3.129319,18,0.023799,0.030475,0.257454,3.542156,3019.0,0.890361046704,0.88345036187
280,2688.0,3.129319,19,0.035052,0.031368,0.214009,3.882912,3042.0,0.883629191321,0.805920659546
280,2688.0,3.129319,20,0.021074,0.048795,0.200489,4.270614,3070.0,0.875570032573,0.732756226622
493,36400.0,7.878682,2,0.066661,0.000823999999994,2.725211,3.066035,36064.0,1.00931677019,2.56966472985
493,36400.0,7.878682,3,0.067167,0.000906999999998,2.004544,2.499157,36694.0,0.991987790919,3.15253583508
493,36400.0,7.878682,4,0.069692,0.001716,1.765027,2.473467,37486.0,0.971029184229,3.18527880097
493,36400.0,7.878682,5,0.069437,0.00203399999999,1.617113,2.61385,38230.0,0.952131833639,3.01420586491
493,36400.0,7.878682,6,0.071271,0.002994,1.574586,2.904399,38332.0,0.949598246896,2.71267205367
493,36400.0,7.878682,7,0.069448,0.003305,1.392959,3.096645,38015.0,0.957516769696,2.54426387268
493,36400.0,7.878682,8,0.06889,0.00442600000001,1.185933,3.357881,38082.0,0.955832151673,2.34632555472
493,36400.0,7.878682,9,0.068861,0.004475,1.187751,3.893062,37700.0,0.965517241379,2.02377511583
493,36400.0,7.878682,10,0.079158,0.004524,1.171909,4.449933,38232.0,0.952082025528,1.7705169943
493,36400.0,7.878682,11,0.068861,0.005382,1.199689,5.116445,38547.0,0.944301761486,1.53987426817
493,36400.0,7.878682,12,0.071135,0.00715599999999,1.128864,5.736082,38590.0,0.943249546515,1.37353022499
493,36400.0,7.878682,13,0.069545,0.011861,1.100078,6.822723,38582.0,0.943445129853,1.15477090305
493,36400.0,7.878682,14,0.069137,0.015095,1.081324,7.42781,38726.0,0.939936993235,1.0607005295
493,36400.0,7.878682,15,0.068075,0.021437,1.061572,8.170437,38716.0,0.940179770637,0.96429138368
493,36400.0,7.878682,16,0.069781,0.019816,1.003114,9.045371,38757.0,0.939185179451,0.871018115233
493,36400.0,7.878682,17,0.068144,0.027287,0.954499,10.055462,39111.0,0.930684462172,0.783522626807
493,36400.0,7.878682,18,0.073239,0.023369,0.773642,10.968703,39297.0,0.926279359748,0.718287476651
493,36400.0,7.878682,19,0.068877,0.037851,0.770733,12.222886,39525.0,0.920936116382,0.644584429569
493,36400.0,7.878682,20,0.07147,0.047593,0.786261,13.389287,39772.0,0.915216735392,0.588431781319
575,6814.0,12.681642,2,0.097203,0.000762000000009,6.768808,7.249579,6849.0,0.994889764929,1.74929357967
575,6814.0,12.681642,3,0.096586,0.000947999999994,4.010462,4.697838,7128.0,0.955948372615,2.69946345532
575,6814.0,12.681642,4,0.097913,0.00190999999998,2.6578,3.630405,7105.0,0.959042927516,3.49317555479
575,6814.0,12.681642,5,0.097242,0.00209099999998,2.299128,3.638354,7101.0,0.959583157302,3.48554373764
575,6814.0,12.681642,6,0.098955,0.00263799999999,2.265013,4.07493,7147.0,0.953407023926,3.11211284611
575,6814.0,12.681642,7,0.095613,0.003252,2.228816,4.59803,7186.0,0.948232674645,2.75805986477
575,6814.0,12.681642,8,0.100375,0.003816,2.091462,5.097758,7172.0,0.950083658673,2.48769007866
575,6814.0,12.681642,9,0.09592,0.005617,1.61418,5.307693,7143.0,0.953940921182,2.38929455792
575,6814.0,12.681642,10,0.096437,0.00819999999999,1.552578,6.026867,7121.0,0.956888077517,2.10418481111
575,6814.0,12.681642,11,0.099271,0.00941700000001,1.429404,6.778724,7127.0,0.956082503157,1.87080075837
575,6814.0,12.681642,12,0.099526,0.00935099999998,1.268681,7.624488,7148.0,0.953273642977,1.66327784895
575,6814.0,12.681642,13,0.100678,0.013263,1.231353,8.596084,7176.0,0.949554069119,1.47528130251
575,6814.0,12.681642,14,0.100303,0.013402,1.200758,9.735066,7237.0,0.941550366174,1.30267653039
575,6814.0,12.681642,15,0.102722,0.019004,1.163051,11.146173,7226.0,0.94298367008,1.13775750655
575,6814.0,12.681642,16,0.09801,0.025262,1.083191,12.142461,7256.0,0.939084895259,1.04440458981
575,6814.0,12.681642,17,0.101043,0.02615,1.070988,13.603463,7269.0,0.937405420278,0.932236298948
575,6814.0,12.681642,18,0.101408,0.029478,0.967303,14.980672,7279.0,0.936117598571,0.846533586744
575,6814.0,12.681642,19,0.099918,0.035189,0.885446,16.295869,7308.0,0.932402846196,0.778212073256
575,6814.0,12.681642,20,0.099441,0.03484,0.857683,18.247151,7306.0,0.932658089242,0.69499298822
657,50466.0,14.975327,2,0.133001,0.000800000000027,7.641451,8.262477,51075.0,0.988076358297,1.81245006794
657,50466.0,14.975327,3,0.135427,0.000943000000007,5.804667,6.703329,50876.0,0.991941190345,2.23401342825
657,50466.0,14.975327,4,0.137069,0.00165999999996,4.722975,6.001694,51042.0,0.988715175738,2.4951833599
657,50466.0,14.975327,5,0.138882,0.00247400000001,3.872012,5.646111,51151.0,0.986608277453,2.65232599926
657,50466.0,14.975327,6,0.141596,0.003332,3.20862,5.579236,52158.0,0.967560105832,2.6841178613
657,50466.0,14.975327,7,0.155758,0.00320400000004,2.321053,5.446303,52445.0,0.962265230241,2.74963163085
657,50466.0,14.975327,8,0.138913,0.00430299999999,1.948536,5.838701,53103.0,0.9503417886,2.56483882288
657,50466.0,14.975327,9,0.140202,0.00513599999999,1.770045,6.606566,52821.0,0.95541545976,2.26673388263
657,50466.0,14.975327,10,0.13714,0.00580500000001,1.691743,7.533572,52726.0,0.957136896408,1.98781228878
657,50466.0,14.975327,11,0.137935,0.00874299999998,1.604417,8.618923,52912.0,0.953772301179,1.73749400012
657,50466.0,14.975327,12,0.138809,0.011774,1.541092,9.784748,53233.0,0.948020964439,1.53047651304
657,50466.0,14.975327,13,0.156842,0.013558,1.497517,11.662517,53390.0,0.945233189736,1.28405617758
657,50466.0,14.975327,14,0.14216,0.014188,1.335638,12.720892,53786.0,0.938273900271,1.17722302807
657,50466.0,14.975327,15,0.136014,0.020762,1.239873,13.936678,53927.0,0.935820646429,1.07452629673
657,50466.0,14.975327,16,0.14089,0.023152,1.155335,15.737149,53968.0,0.935109694634,0.951590850414
657,50466.0,14.975327,17,0.136968,0.020182,1.149154,17.45612,54331.0,0.928861975668,0.857884054418
657,50466.0,14.975327,18,0.137976,0.0234330000001,1.206987,19.434759,54463.0,0.926610726548,0.770543488602
657,50466.0,14.975327,19,0.136863,0.027145,1.111201,21.326836,54419.0,0.927359929436,0.702182311525
657,50466.0,14.975327,20,0.140575,0.028297,1.100926,23.540151,54550.0,0.925132905591,0.636161042467
724,43427.0,20.494284,2,0.16726,0.00101299999994,8.011959,8.780377,44276.0,0.980824826091,2.33410068839
724,43427.0,20.494284,3,0.173941,0.00104500000009,7.784062,8.888321,44692.0,0.97169515797,2.30575425888
724,43427.0,20.494284,4,0.175515,0.00143000000003,6.140042,7.712538,44542.0,0.974967446455,2.65726846338
724,43427.0,20.494284,5,0.174034,0.001983,3.543688,5.708451,44723.0,0.971021621984,3.59016552827
